tenure,signup_date,last_active_days,gender,SeniorCitizen,Partner,Dependents,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,avg_monthly_usage,number_of_logins,complaints_count,customer_support_calls,late_payments,charges_per_month,tenure_group,engagement_score,Churn
66,2018-06-13,143,Female,0,Yes,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),120.0,7921.37,83.2,18,4,5,0,120.02,Veteran,64.5,No
36,2020-12-18,159,Male,0,Yes,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,34.61,1249.67,101.4,19,0,2,0,34.71,Loyal,86.2,No
15,2022-09-17,170,Female,0,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,25.2,379.25,101.7,16,3,3,0,25.28,Regular,57.1,No
37,2020-11-15,343,Female,0,No,Yes,Yes,No,DSL,No,No,Yes,No,No,No,One year,No,Credit card (automatic),53.36,1970.91,71.6,18,2,3,2,53.27,Loyal,60.2,No
0,2023-12-11,25,Male,0,Yes,No,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),105.86,0.0,18.5,12,6,7,1,105.86,New,11.6,Yes
69,2018-03-11,64,Female,0,No,Yes,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Two year,No,Electronic check,105.23,7260.34,97.9,22,3,3,4,105.22,Veteran,67.1,No
27,2021-09-18,45,Male,1,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,20.0,539.52,62.7,15,2,2,1,19.98,Loyal,48.6,No
53,2019-07-22,226,Female,0,Yes,No,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,One year,No,Electronic check,84.99,4502.39,81.8,15,4,5,0,84.95,Veteran,58.3,No
3,2023-09-30,10,Male,0,No,No,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,82.8,252.28,81.6,25,3,7,0,84.09,New,49.8,Yes
28,2021-08-08,289,Male,1,Yes,Yes,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,One year,No,Electronic check,75.92,2131.54,63.0,15,0,0,1,76.13,Loyal,64.7,No
28,2021-08-25,267,Female,0,No,No,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,77.72,2171.46,36.1,20,3,4,0,77.55,Loyal,44.6,Yes
67,2018-05-19,258,Female,1,No,No,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),82.37,5511.66,67.2,21,4,6,0,82.26,Veteran,62.6,No
35,2021-01-01,170,Female,0,No,No,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Mailed check,77.28,2701.35,67.5,13,1,2,0,77.18,Loyal,63.7,No
26,2021-10-08,149,Female,0,Yes,Yes,Yes,No,DSL,No,No,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),54.63,1423.37,52.3,22,2,2,0,54.74,Loyal,58.4,No
10,2023-02-20,342,Female,1,No,No,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),69.35,693.77,44.7,16,0,1,0,69.38,New,51.1,No
14,2022-10-17,303,Female,1,No,No,No,No phone service,Fiber optic,No,Yes,No,No,No,No,One year,No,Credit card (automatic),75.93,1060.1,40.3,13,3,6,0,75.72,Regular,40.4,No
31,2021-05-23,64,Female,0,No,No,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,82.42,2554.96,40.6,16,3,3,1,82.42,Loyal,40.8,No
23,2022-01-12,94,Male,0,Yes,Yes,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,99.75,2289.36,43.1,14,1,2,2,99.54,Regular,49.3,Yes
0,2023-12-27,14,Female,0,Yes,Yes,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),101.5,0.0,60.6,9,5,7,1,101.5,New,24.5,Yes
57,2019-03-04,172,Male,0,Yes,Yes,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,63.59,3624.47,108.0,20,2,3,0,63.59,Veteran,74.4,No
63,2018-09-02,233,Male,0,No,No,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,25.53,1609.05,55.7,10,1,2,0,25.54,Veteran,65.8,No
5,2023-07-24,26,Female,0,Yes,Yes,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,107.11,535.18,5.0,11,5,4,0,107.04,New,19.0,Yes
33,2021-03-26,19,Female,0,Yes,No,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Credit card (automatic),76.03,2505.13,115.2,28,3,3,1,75.91,Loyal,69.7,No
4,2023-08-16,12,Female,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,22.91,93.0,58.9,18,5,7,1,23.25,New,26.7,Yes
44,2020-04-12,183,Female,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.0,878.48,75.7,22,1,3,1,19.97,Loyal,62.4,No
11,2023-01-12,245,Male,0,No,No,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Mailed check,82.26,905.31,79.6,15,2,3,1,82.3,New,56.9,No
43,2020-05-31,45,Female,1,Yes,No,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),94.96,4087.47,90.3,22,3,4,0,95.06,Loyal,63.0,No
48,2019-12-10,251,Male,0,No,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),32.65,1569.85,75.0,15,2,3,0,32.71,Loyal,65.4,No
52,2019-08-31,58,Male,0,Yes,No,Yes,Yes,DSL,No,No,No,Yes,Yes,No,One year,No,Mailed check,82.89,4307.07,86.1,21,2,2,2,82.83,Veteran,70.3,No
4,2023-08-22,1,Male,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),20.33,82.92,40.0,9,4,6,0,20.73,New,26.9,No
65,2018-07-11,186,Female,0,Yes,No,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,No,Electronic check,115.66,7508.13,78.4,19,2,1,1,115.51,Veteran,72.5,No
9,2023-03-07,38,Male,0,No,No,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Electronic check,82.62,744.5,32.3,19,4,4,0,82.72,New,41.6,Yes
1,2023-11-12,5,Female,0,No,No,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),78.83,76.53,24.0,16,3,4,1,76.53,New,35.6,Yes
33,2021-03-28,14,Male,0,No,No,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,93.2,3076.74,109.8,14,4,5,1,93.23,Loyal,56.2,No
17,2022-07-12,77,Male,1,No,No,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,76.96,1312.28,42.8,14,1,1,0,77.19,Regular,60.4,No
57,2019-03-31,206,Male,0,Yes,Yes,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Two year,No,Electronic check,85.31,4860.0,95.2,16,1,4,1,85.26,Veteran,68.3,No
56,2019-04-26,99,Male,1,No,No,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),103.56,5805.6,101.5,16,4,7,0,103.67,Veteran,60.6,No
13,2022-11-28,157,Female,0,No,No,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,90.78,1180.92,84.1,22,3,5,1,90.84,Regular,51.1,Yes
68,2018-04-03,103,Male,0,No,No,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),98.6,6707.32,119.3,23,5,6,0,98.64,Veteran,76.3,No
11,2023-01-20,182,Male,0,Yes,Yes,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,106.07,1165.42,76.6,18,6,6,1,105.95,New,39.0,Yes
30,2021-06-15,51,Male,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.62,618.82,67.5,10,2,3,0,20.63,Loyal,58.1,No
10,2023-02-07,56,Female,0,Yes,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,33.29,333.36,65.4,22,2,1,0,33.34,New,61.1,No
67,2018-05-03,352,Female,1,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,20.0,1340.45,121.4,16,1,2,0,20.01,Veteran,92.3,No
6,2023-06-03,121,Male,0,Yes,Yes,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Credit card (automatic),84.21,504.88,53.8,12,4,6,1,84.15,New,36.2,No
1,2023-11-27,18,Male,0,Yes,Yes,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),21.24,21.22,48.8,12,4,8,0,21.22,New,32.1,Yes
23,2022-01-19,3,Male,0,No,No,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Mailed check,87.04,2001.11,69.6,9,4,7,1,87.0,Regular,40.7,Yes
72,2017-12-19,40,Female,0,No,No,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Electronic check,45.21,3254.62,129.4,29,1,2,0,45.2,Veteran,91.5,No
63,2018-09-08,287,Female,0,No,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,21.37,1346.15,103.3,20,1,1,0,21.37,Veteran,81.0,No
50,2019-10-21,130,Male,0,Yes,Yes,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Two year,No,Electronic check,103.47,5164.7,91.2,24,4,7,1,103.29,Veteran,62.0,No
63,2018-09-25,109,Male,0,Yes,Yes,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Mailed check,89.94,5660.13,30.9,15,3,6,0,89.84,Veteran,55.5,No
63,2018-09-09,63,Male,0,No,No,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.0,1259.04,96.4,19,1,4,1,19.98,Veteran,73.3,No
30,2021-06-17,97,Male,0,Yes,Yes,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),76.9,2307.88,111.0,14,5,7,1,76.93,Loyal,50.6,No
13,2022-11-09,85,Male,0,No,No,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),69.28,906.21,89.0,21,0,0,0,69.71,Regular,67.2,No
52,2019-08-21,291,Male,0,No,No,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),21.68,1128.89,75.3,19,0,0,0,21.71,Veteran,74.3,No
43,2020-05-18,342,Male,0,No,No,Yes,Yes,DSL,No,No,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),83.96,3612.09,130.2,18,2,4,0,84.0,Loyal,78.6,No
18,2022-07-02,12,Male,0,No,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),32.87,590.11,64.4,18,0,1,0,32.78,Regular,62.3,No
3,2023-10-01,13,Male,0,Yes,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),31.9,96.3,53.1,15,5,5,2,32.1,New,22.9,Yes
50,2019-10-31,228,Male,0,Yes,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),34.24,1710.37,64.4,10,3,4,0,34.21,Veteran,53.7,No
10,2023-02-25,321,Male,0,No,No,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),59.71,599.28,46.4,15,1,2,0,59.93,New,46.8,No
67,2018-05-22,115,Female,0,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,20.0,1338.76,35.7,16,1,2,0,19.98,Veteran,63.8,No
9,2023-04-01,307,Male,0,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),20.0,178.89,65.0,21,2,6,0,19.88,New,44.1,No
4,2023-08-28,22,Male,0,Yes,Yes,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,57.65,226.81,77.3,27,2,4,0,56.7,New,61.5,No
58,2019-02-05,271,Female,0,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.0,1161.15,54.8,13,3,3,1,20.02,Veteran,54.4,No
6,2023-06-07,344,Male,0,Yes,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,30.29,182.46,56.7,16,2,3,1,30.41,New,43.5,No
7,2023-05-24,181,Male,0,No,No,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Mailed check,84.84,599.62,70.1,21,4,3,0,85.66,New,44.7,No
37,2020-11-02,213,Female,0,No,No,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Two year,Yes,Electronic check,69.32,2572.88,91.1,21,1,6,0,69.54,Loyal,72.4,No
61,2018-11-28,94,Male,1,Yes,Yes,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,92.1,5617.05,87.8,20,5,5,1,92.08,Veteran,61.0,No
7,2023-06-01,286,Female,0,No,Yes,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,73.35,509.1,45.1,12,2,4,0,72.73,New,45.4,Yes
12,2022-12-21,303,Female,0,Yes,Yes,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),113.72,1369.18,85.9,19,4,7,0,114.1,New,47.5,No
53,2019-07-25,304,Female,0,No,No,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,81.97,4348.68,100.9,19,3,4,2,82.05,Veteran,61.2,No
70,2018-02-28,304,Female,0,Yes,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),34.25,2397.96,74.1,10,3,5,1,34.26,Veteran,62.1,No
29,2021-07-07,28,Male,1,Yes,No,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.04,2750.8,69.2,12,3,3,1,94.86,Loyal,54.4,No
5,2023-07-03,21,Male,0,Yes,No,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,102.66,515.84,68.4,13,5,7,1,103.17,New,27.9,Yes
0,2023-12-23,29,Male,0,No,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),33.97,0.0,69.1,9,2,3,0,33.97,New,46.2,Yes
9,2023-03-24,17,Male,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,23.38,210.0,49.6,11,1,1,0,23.33,New,52.9,No
5,2023-07-11,22,Female,0,No,No,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),81.77,408.86,67.8,9,4,5,0,81.77,New,34.2,Yes
44,2020-04-04,70,Female,1,No,No,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),74.83,3294.51,46.3,18,2,3,0,74.88,Loyal,58.0,No
4,2023-08-24,21,Male,0,Yes,No,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,70.81,283.0,78.8,19,4,5,0,70.75,New,48.0,Yes
29,2021-07-12,20,Female,0,Yes,Yes,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,53.22,1545.96,59.4,19,1,1,1,53.31,Loyal,64.6,No
46,2020-03-01,288,Male,0,Yes,No,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,100.98,4646.26,65.4,19,3,3,0,101.01,Loyal,67.1,No
36,2020-12-15,65,Female,0,Yes,No,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,116.78,4211.13,75.9,14,5,5,0,116.98,Loyal,47.2,Yes
7,2023-05-03,188,Male,0,Yes,No,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,101.07,707.71,60.9,20,4,6,0,101.1,New,42.5,Yes
55,2019-05-18,185,Female,1,No,No,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Two year,Yes,Mailed check,98.12,5405.06,50.7,14,4,6,0,98.27,Veteran,48.0,No
47,2020-01-12,34,Female,0,Yes,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,24.07,1131.35,61.1,13,1,2,0,24.07,Loyal,67.5,No
50,2019-10-11,311,Female,0,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,89.68,4486.26,111.2,24,5,7,1,89.73,Veteran,57.8,No
5,2023-07-14,6,Female,0,Yes,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,34.51,171.38,91.6,28,4,8,1,34.28,New,42.6,No
4,2023-08-12,21,Female,0,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),22.59,92.07,65.0,16,1,0,0,23.02,New,58.5,Yes
66,2018-06-05,62,Female,0,No,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),37.33,2466.71,78.7,23,2,6,0,37.37,Veteran,70.9,No
20,2022-05-02,219,Female,0,No,No,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,87.34,1752.95,47.6,16,1,1,1,87.65,Regular,52.9,Yes
11,2023-01-05,82,Male,0,Yes,No,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,No,Credit card (automatic),84.2,928.53,60.0,13,4,6,0,84.41,New,42.7,Yes
28,2021-08-04,273,Female,0,No,No,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,88.71,2478.14,97.0,22,2,3,1,88.5,Loyal,66.8,No
43,2020-05-05,205,Female,1,No,No,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),57.07,2457.8,88.0,17,2,4,0,57.16,Loyal,64.9,No
68,2018-04-21,233,Male,0,Yes,No,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),97.68,6640.25,69.6,18,4,5,0,97.65,Veteran,64.4,No
11,2023-01-14,360,Male,0,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),24.04,265.37,54.6,17,0,1,0,24.12,New,58.5,No
66,2018-06-21,161,Male,0,Yes,No,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,No,Credit card (automatic),81.13,5354.68,99.4,21,3,2,0,81.13,Veteran,75.6,No
0,2023-12-06,16,Male,0,No,Yes,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,63.86,0.0,63.8,13,2,3,1,63.86,New,50.8,No
34,2021-02-18,297,Female,0,Yes,Yes,No,No phone service,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,105.09,3576.08,62.7,14,2,2,0,105.18,Loyal,53.2,No
40,2020-08-22,118,Female,0,Yes,No,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,79.6,3186.61,71.4,17,0,3,0,79.67,Loyal,66.9,No
4,2023-08-12,14,Male,0,No,Yes,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),93.5,372.59,54.3,18,7,5,1,93.15,New,34.6,Yes
5,2023-07-31,8,Male,0,No,No,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,116.85,573.71,33.4,12,4,10,0,114.74,New,22.7,Yes
22,2022-02-19,338,Male,0,No,No,No,No phone service,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,81.5,1798.64,51.3,15,7,6,0,81.76,Regular,34.2,Yes
69,2018-03-26,5,Female,1,No,No,No,No phone service,DSL,No,Yes,No,No,No,Yes,Two year,No,Electronic check,58.21,4012.84,113.1,15,1,1,1,58.16,Veteran,77.2,No
37,2020-11-19,42,Female,1,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.0,738.63,57.6,19,1,2,1,19.96,Loyal,58.7,No
66,2018-06-18,61,Male,1,No,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,27.64,1823.43,75.6,19,2,3,0,27.63,Veteran,75.7,No
55,2019-05-31,232,Male,0,No,No,Yes,Yes,DSL,No,Yes,No,No,No,No,Two year,No,Bank transfer (automatic),67.2,3695.62,61.2,16,1,4,1,67.19,Veteran,64.0,No
26,2021-10-06,153,Female,0,No,No,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,96.87,2524.83,89.9,22,4,5,1,97.11,Loyal,59.0,No
54,2019-06-20,182,Female,0,No,No,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),75.56,4079.83,70.9,22,2,3,2,75.55,Veteran,59.9,No
0,2023-12-21,10,Male,0,No,No,Yes,No,DSL,No,No,Yes,No,No,No,One year,No,Credit card (automatic),55.8,0.0,75.3,17,4,5,1,55.8,New,49.1,No
4,2023-08-28,28,Female,0,Yes,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,25.74,104.0,22.7,14,3,4,1,26.0,New,32.1,Yes
57,2019-03-03,282,Male,1,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,20.0,1139.53,76.0,19,2,3,0,19.99,Veteran,66.4,No
55,2019-05-07,156,Female,0,No,No,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,111.24,6118.29,90.1,18,3,5,1,111.24,Veteran,62.3,Yes
9,2023-03-19,143,Female,0,Yes,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,30.48,273.83,51.4,16,1,2,0,30.43,New,55.7,Yes
31,2021-05-22,15,Male,0,Yes,Yes,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,83.99,2593.7,86.0,20,4,6,0,83.67,Loyal,55.3,No
38,2020-10-17,138,Female,0,No,No,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Electronic check,98.08,3730.66,69.5,14,6,4,1,98.18,Loyal,44.9,Yes
61,2018-11-03,274,Female,0,No,Yes,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Two year,No,Mailed check,99.66,6079.53,119.2,24,5,6,1,99.66,Veteran,61.3,No
38,2020-10-25,50,Male,0,No,No,Yes,No,DSL,Yes,No,No,No,No,No,One year,Yes,Electronic check,53.62,2038.01,63.6,16,0,0,0,53.63,Loyal,73.0,No
21,2022-03-12,128,Female,1,Yes,No,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),110.46,2324.47,38.3,16,3,3,0,110.69,Regular,47.0,No
18,2022-06-05,104,Male,1,Yes,No,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Mailed check,114.47,2055.02,61.2,5,4,6,0,114.17,Regular,43.5,No
22,2022-02-08,173,Male,0,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,81.45,1789.3,46.1,11,2,1,0,81.33,Regular,58.6,Yes
42,2020-06-05,299,Female,0,Yes,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,No,Mailed check,100.51,4211.13,77.3,14,4,4,0,100.26,Loyal,57.4,No
61,2018-11-03,309,Female,1,No,No,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Mailed check,83.34,5080.34,110.3,15,5,6,0,83.28,Veteran,58.7,No
25,2021-11-29,140,Male,1,Yes,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,26.72,668.68,43.3,10,2,4,0,26.75,Loyal,38.9,No
9,2023-03-26,210,Female,0,Yes,No,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,83.21,751.66,59.5,12,3,7,2,83.52,New,39.4,Yes
