tenure,signup_date,last_active_days,gender,SeniorCitizen,Partner,Dependents,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,avg_monthly_usage,number_of_logins,complaints_count,customer_support_calls,late_payments,charges_per_month,tenure_group,engagement_score,Churn,cluster,customer_segment,churn_prob,expected_remaining,CLV
66,2018-07-01,137,Female,0,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.0,1321.04,96.0,24,1,1,0,20.02,Veteran,80.0,No,2,Veteran Champion,0.0007667793,6,119.90798950195312
0,2023-12-16,7,Female,0,No,No,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,62.5,0.0,46.8,21,4,5,1,62.5,New,33.5,Yes,3,Loyal Mid-tier,0.8869269,72,508.8289976119995
23,2022-01-17,287,Male,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.0,459.7,58.2,17,0,2,0,19.99,Regular,63.9,No,0,Loyal Mid-tier,0.038458634,49,942.3105275630951
56,2019-04-04,313,Male,0,No,No,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,96.41,5404.19,101.9,14,4,6,2,96.5,Veteran,62.5,Yes,1,Veteran Champion,0.40739584,16,914.1274735260009
16,2022-08-03,262,Male,0,No,No,Yes,Yes,DSL,No,No,No,Yes,Yes,No,One year,Yes,Credit card (automatic),78.58,1264.98,71.4,22,1,2,0,79.06,Regular,61.9,No,0,Loyal Mid-tier,0.017884826,56,4321.7780730628965
61,2018-11-03,274,Female,0,No,Yes,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Two year,No,Mailed check,99.66,6079.53,119.2,24,5,6,1,99.66,Veteran,61.3,No,1,Veteran Champion,0.036671244,11,1056.0588069856167
50,2019-10-07,114,Female,0,Yes,No,No,No phone service,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),87.76,4385.88,51.3,18,3,6,0,87.72,Veteran,50.2,No,1,Veteran Champion,0.08887876,22,1759.1200182533264
33,2021-03-10,180,Female,0,No,No,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),54.41,1792.85,62.8,22,0,0,2,54.33,Loyal,60.1,No,0,Loyal Mid-tier,0.030630039,39,2056.993335766196
6,2023-07-02,41,Female,1,No,No,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),104.39,623.01,76.6,16,5,7,0,103.84,New,34.6,Yes,3,Loyal Mid-tier,0.94534045,66,376.5900564730167
67,2018-05-05,322,Male,0,Yes,No,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,56.02,3756.38,66.0,18,2,2,3,56.07,Veteran,55.3,No,2,Veteran Champion,0.047118247,5,266.90217913985254
13,2022-11-29,175,Female,0,No,No,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),21.14,274.31,75.9,24,3,3,0,21.1,Regular,53.8,No,0,Loyal Mid-tier,0.14904732,59,1061.3592457425593
22,2022-02-19,219,Male,0,No,No,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),60.14,1322.89,69.2,10,1,3,3,60.13,Regular,52.0,No,0,Loyal Mid-tier,0.23942682,50,2287.043458223343
59,2019-01-13,268,Male,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,21.94,1293.4,117.4,18,0,5,1,21.92,Veteran,78.3,No,2,Veteran Champion,0.0055708624,13,283.63107117652896
49,2019-11-22,140,Male,0,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),93.62,4583.81,120.0,25,2,2,0,93.55,Veteran,84.0,No,2,Veteran Champion,0.01134471,23,2128.831844841242
50,2019-10-26,288,Female,0,No,No,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),96.79,4837.1,96.5,18,4,5,2,96.74,Veteran,57.0,No,1,Veteran Champion,0.06371044,22,1993.716239581108
45,2020-03-10,347,Male,0,No,No,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,No,Electronic check,78.78,3546.19,74.3,21,2,2,0,78.8,Loyal,62.3,No,2,Veteran Champion,0.008025273,27,2109.9897296690942
69,2018-03-17,331,Female,0,Yes,No,Yes,No,DSL,No,No,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),62.26,4296.01,88.9,21,3,5,0,62.26,Veteran,68.0,No,1,Veteran Champion,0.0058995583,3,185.67808232545852
11,2023-01-09,161,Female,0,Yes,Yes,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),82.34,899.12,62.5,16,3,6,0,81.74,New,47.6,Yes,3,Loyal Mid-tier,0.7316791,61,1347.7062080931662
2,2023-10-05,29,Male,0,No,Yes,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,87.53,175.6,88.3,24,3,3,0,87.8,New,52.6,Yes,3,Loyal Mid-tier,0.6561155,70,2107.0148895680904
4,2023-08-25,13,Female,0,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,21.21,84.53,59.2,16,2,3,0,21.13,New,42.0,No,0,Loyal Mid-tier,0.24332714,68,1091.3341313552855
45,2020-03-29,266,Female,1,No,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,120.0,5396.83,58.0,15,3,3,1,119.93,Loyal,56.2,No,1,Veteran Champion,0.42506993,27,1862.7734327316284
28,2021-08-14,77,Male,0,Yes,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,46.0,1287.91,54.0,10,1,2,0,46.0,Loyal,54.4,No,0,Loyal Mid-tier,0.098957665,44,1823.7097005844116
63,2018-09-14,180,Male,0,Yes,No,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Mailed check,98.38,6198.74,74.0,16,2,2,0,98.39,Veteran,72.5,No,1,Veteran Champion,0.0027437313,9,882.9906545448302
19,2022-05-20,275,Female,0,No,No,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,103.45,1955.25,79.9,24,3,7,2,102.91,Regular,51.2,Yes,3,Loyal Mid-tier,0.73862785,53,1433.0642870932818
29,2021-07-04,263,Male,0,No,No,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,83.83,2434.11,59.2,11,4,7,2,83.93,Loyal,42.3,Yes,3,Loyal Mid-tier,0.7839807,43,778.682512484789
1,2023-11-12,7,Male,1,No,No,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,106.06,111.04,78.9,17,5,9,1,111.04,New,36.0,Yes,3,Loyal Mid-tier,0.9651657,71,262.31152653574946
25,2021-11-22,121,Female,1,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),105.38,2630.32,72.0,20,3,5,1,105.21,Loyal,46.5,Yes,3,Loyal Mid-tier,0.8129714,47,926.3264067375659
1,2023-11-03,8,Female,0,Yes,Yes,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,56.31,60.52,74.2,20,2,5,0,60.52,New,43.3,Yes,0,Loyal Mid-tier,0.43040892,71,2277.2306953382495
4,2023-08-23,21,Female,0,No,Yes,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic),88.78,350.57,75.1,20,4,7,0,87.64,New,43.0,Yes,3,Loyal Mid-tier,0.7114956,68,1741.7127340459824
17,2022-07-10,66,Male,0,No,No,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),100.55,1721.67,34.6,21,5,4,2,101.27,Regular,29.0,Yes,3,Loyal Mid-tier,0.92147255,55,434.276433467865
38,2020-10-30,39,Female,0,Yes,Yes,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),106.86,4062.82,84.8,18,5,9,0,106.92,Loyal,46.5,No,1,Veteran Champion,0.22303276,34,2822.9084094929694
10,2023-02-02,2,Male,1,Yes,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,26.73,266.86,64.5,12,3,4,0,26.69,New,43.6,No,0,Loyal Mid-tier,0.42290252,62,956.4005622947216
16,2022-08-06,85,Male,0,No,No,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,No,Bank transfer (automatic),80.22,1283.38,49.1,18,2,4,0,80.21,Regular,49.0,No,0,Loyal Mid-tier,0.31498024,56,3077.327840309143
2,2023-10-10,8,Female,0,Yes,Yes,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Two year,Yes,Credit card (automatic),82.77,165.82,77.3,21,5,4,0,82.91,New,46.1,No,3,Loyal Mid-tier,0.17403366,70,4785.566482686996
5,2023-07-19,22,Female,0,Yes,Yes,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),76.59,377.22,68.8,18,4,5,0,75.44,New,38.4,Yes,3,Loyal Mid-tier,0.8266894,67,889.3484296542407
23,2022-01-26,322,Female,0,Yes,Yes,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Two year,No,Credit card (automatic),67.22,1553.81,61.1,16,2,4,0,67.56,Regular,53.9,No,0,Loyal Mid-tier,0.03364632,49,3182.956341309547
9,2023-03-08,278,Male,0,No,Yes,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,60.27,538.81,65.2,18,1,0,1,59.87,New,56.7,No,0,Loyal Mid-tier,0.12954064,63,3305.142961969972
1,2023-11-19,6,Male,0,No,No,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),79.62,80.23,63.3,12,6,5,0,80.23,New,36.4,Yes,3,Loyal Mid-tier,0.9172554,71,467.7568695831299
47,2020-01-17,255,Male,0,Yes,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),30.19,1419.68,96.1,15,1,2,0,30.21,Loyal,67.9,No,2,Veteran Champion,0.0009854096,25,754.0062814354897
7,2023-05-11,244,Female,0,No,Yes,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),99.84,703.13,82.2,18,2,4,0,100.45,New,58.4,No,3,Loyal Mid-tier,0.3879066,65,3972.241257476807
20,2022-04-09,145,Female,0,No,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,32.38,647.6,61.6,16,1,0,0,32.38,Regular,51.5,No,0,Loyal Mid-tier,0.015778117,52,1657.1934253740312
40,2020-08-10,73,Male,1,Yes,Yes,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.39,3416.83,51.4,17,3,3,0,85.42,Loyal,62.2,No,1,Veteran Champion,0.34166914,32,1798.8759021949768
62,2018-10-12,275,Male,1,No,No,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,No,Mailed check,81.73,5065.76,111.6,28,3,4,1,81.71,Veteran,79.2,No,1,Veteran Champion,0.028853804,10,793.7178104519845
38,2020-10-31,269,Male,1,No,No,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),72.31,2746.19,80.0,26,0,1,0,72.27,Loyal,70.6,No,2,Veteran Champion,0.0043662568,34,2447.8053292918203
39,2020-09-28,337,Male,1,No,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,32.0,1247.89,63.6,14,2,2,0,32.0,Loyal,60.7,No,0,Loyal Mid-tier,0.0032625936,33,1052.5547161102295
63,2018-09-07,200,Male,0,Yes,No,Yes,No,DSL,No,Yes,No,No,No,No,Two year,Yes,Electronic check,53.01,3336.29,69.9,13,3,2,1,52.96,Veteran,56.1,No,2,Veteran Champion,0.0059006293,9,474.27487252950664
11,2023-01-03,139,Female,0,No,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,20.0,220.69,74.1,18,1,0,0,20.06,New,56.4,No,0,Loyal Mid-tier,0.014104547,61,1202.792454957962
3,2023-09-15,3,Male,0,Yes,No,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,97.75,289.11,55.1,15,8,6,1,96.37,New,24.2,Yes,3,Loyal Mid-tier,0.9712918,69,193.6297636628151
40,2020-08-28,46,Female,0,No,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),35.38,1417.84,83.5,17,5,4,0,35.45,Loyal,56.4,No,0,Loyal Mid-tier,0.019052027,32,1110.5900552368164
25,2021-11-24,231,Male,0,No,No,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Two year,No,Credit card (automatic),86.06,2148.95,66.6,20,7,9,1,85.96,Loyal,33.7,Yes,3,Loyal Mid-tier,0.8567704,47,579.3379659104347
7,2023-05-27,156,Male,1,No,No,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,97.64,682.18,82.3,18,3,6,1,97.45,New,46.5,No,3,Loyal Mid-tier,0.8570159,65,907.462839782238
39,2020-09-06,234,Male,0,Yes,No,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),92.85,3620.68,83.3,17,3,4,0,92.84,Loyal,52.4,No,1,Veteran Champion,0.028627042,33,2976.3353242099283
70,2018-02-09,324,Male,0,No,Yes,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Mailed check,92.75,6495.16,96.8,17,4,5,0,92.79,Veteran,70.8,No,1,Veteran Champion,0.019600524,2,181.86410528421402
37,2020-11-03,108,Male,0,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Two year,Yes,Credit card (automatic),111.14,4111.56,92.8,21,3,3,0,111.12,Loyal,62.5,No,1,Veteran Champion,0.04362577,35,3720.200109499693
9,2023-03-29,139,Female,0,No,No,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Mailed check,105.49,945.59,42.2,20,4,7,1,105.07,New,32.9,Yes,3,Loyal Mid-tier,0.89948016,63,668.0417621380091
38,2020-10-12,354,Male,0,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,No,Credit card (automatic),72.87,2776.51,100.2,23,3,4,1,73.07,Loyal,61.8,No,1,Veteran Champion,0.021769075,34,2423.6454450702668
0,2023-12-16,18,Male,0,No,No,No,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,108.39,0.0,46.0,12,6,6,1,108.39,New,15.4,Yes,3,Loyal Mid-tier,0.940269,72,466.1455541610718
5,2023-07-12,19,Male,0,No,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,27.95,139.72,66.3,17,4,5,1,27.94,New,38.4,Yes,3,Loyal Mid-tier,0.77068144,67,429.4333998292684
68,2018-04-14,188,Male,0,No,No,Yes,Yes,DSL,No,No,No,Yes,No,Yes,One year,No,Bank transfer (automatic),71.74,4879.38,84.1,22,1,1,0,71.76,Veteran,75.9,No,2,Veteran Champion,0.002284524,4,286.304432182312
57,2019-03-16,207,Male,0,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,22.8,1299.45,120.3,30,3,7,1,22.8,Veteran,74.8,No,2,Veteran Champion,0.006167095,15,339.89084708690643
6,2023-06-27,215,Male,0,Yes,Yes,Yes,No,DSL,No,No,No,No,Yes,No,One year,Yes,Mailed check,54.31,323.03,67.8,13,0,6,0,53.84,New,56.1,No,0,Loyal Mid-tier,0.049182005,66,3408.1690962517264
62,2018-10-16,303,Male,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,22.53,1397.0,75.9,18,1,1,0,22.53,Veteran,76.0,No,2,Veteran Champion,0.0009126663,10,225.0943762779236
44,2020-04-15,314,Male,1,No,No,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),102.26,4513.48,81.7,19,2,1,0,102.58,Loyal,72.9,No,1,Veteran Champion,0.031071983,28,2774.312275719643
64,2018-08-21,75,Female,0,Yes,No,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Electronic check,77.97,4991.79,91.3,16,2,2,0,78.0,Veteran,73.7,No,2,Veteran Champion,0.0015891236,8,622.7687708616256
0,2023-12-29,16,Female,0,Yes,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),30.18,0.0,56.3,15,3,3,0,30.18,New,40.0,No,0,Loyal Mid-tier,0.45761833,72,1178.5736176872254
51,2019-09-13,211,Female,1,Yes,Yes,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Two year,Yes,Mailed check,96.01,4902.9,52.5,15,3,4,1,96.14,Veteran,55.5,No,1,Veteran Champion,0.058365908,21,1898.5321261757613
8,2023-04-04,183,Male,0,Yes,Yes,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),72.47,577.49,71.8,23,0,4,2,72.19,New,56.4,No,0,Loyal Mid-tier,0.12500168,64,4058.3122593688963
70,2018-02-04,277,Male,1,No,No,No,No phone service,DSL,No,No,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),61.09,4273.48,54.0,10,1,2,1,61.05,Veteran,62.7,No,2,Veteran Champion,0.0037936214,2,121.71649829149247
68,2018-04-10,186,Female,0,Yes,Yes,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),67.76,4606.46,80.3,23,1,1,0,67.74,Veteran,77.0,No,2,Veteran Champion,0.0008557273,4,270.8080591773987
54,2019-07-02,230,Male,0,Yes,No,Yes,Yes,DSL,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,71.31,3853.58,68.6,19,3,4,0,71.36,Veteran,65.2,No,1,Veteran Champion,0.022259265,18,1255.0084906482696
67,2018-05-17,165,Male,0,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,20.02,1342.02,94.2,12,1,3,0,20.03,Veteran,78.8,No,2,Veteran Champion,0.0029660522,5,99.80309876203536
63,2018-09-29,70,Female,1,No,No,No,No phone service,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Mailed check,81.11,5104.45,32.9,8,3,3,0,81.02,Veteran,52.8,Yes,1,Veteran Champion,0.12047156,9,642.0469826227427
71,2018-01-16,259,Female,1,Yes,Yes,Yes,No,DSL,No,No,Yes,Yes,Yes,No,One year,Yes,Electronic check,71.32,5060.32,107.5,13,0,2,1,71.27,Veteran,78.3,No,2,Veteran Champion,0.006353508,1,70.86686855792999
44,2020-04-05,185,Female,0,Yes,Yes,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,107.95,4750.65,60.0,19,4,5,1,107.97,Loyal,50.5,No,1,Veteran Champion,0.26774254,28,2213.3214753389357
58,2019-02-02,360,Female,1,Yes,No,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,54.27,3146.92,58.6,10,1,2,0,54.26,Veteran,67.9,No,2,Veteran Champion,0.016979506,14,746.8793036735059
66,2018-06-20,250,Female,0,Yes,No,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,No,Electronic check,108.59,7161.6,87.2,19,5,5,2,108.51,Veteran,57.1,No,1,Veteran Champion,0.07250628,6,604.2992397236824
11,2023-01-15,274,Female,0,Yes,No,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),62.73,688.79,66.6,16,1,3,1,62.62,New,52.8,Yes,0,Loyal Mid-tier,0.21580331,61,3000.7521021133657
29,2021-07-20,2,Female,0,Yes,No,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,72.78,2115.59,54.5,21,0,2,0,72.95,Loyal,65.8,No,0,Loyal Mid-tier,0.020807438,43,3064.422268420458
22,2022-02-12,105,Male,0,No,Yes,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,72.52,1594.36,49.2,18,0,4,1,72.47,Regular,48.5,No,0,Loyal Mid-tier,0.25059623,50,2717.3380872011185
14,2022-10-03,53,Female,0,No,No,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),91.0,1277.63,78.4,26,2,5,0,91.26,Regular,60.4,No,3,Loyal Mid-tier,0.056556135,58,4979.496874570847
51,2019-09-05,155,Female,0,No,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),120.0,6120.1,72.0,20,3,6,2,120.0,Veteran,57.7,No,1,Veteran Champion,0.2378063,21,1920.7280731201172
5,2023-07-30,29,Male,0,Yes,No,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),67.48,330.51,62.3,10,4,7,3,66.1,New,32.4,No,3,Loyal Mid-tier,0.881597,67,535.3189866948128
27,2021-09-25,66,Male,1,Yes,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,28.76,775.82,69.9,19,1,2,0,28.73,Loyal,57.5,No,0,Loyal Mid-tier,0.0088670505,45,1282.7242957592011
23,2022-01-26,358,Female,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.0,459.24,90.5,17,1,3,1,19.97,Regular,64.5,No,0,Loyal Mid-tier,0.045161657,49,935.7415688037872
33,2021-03-27,353,Female,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.0,660.73,75.4,23,1,3,2,20.02,Loyal,56.3,Yes,0,Loyal Mid-tier,0.053902052,39,737.9564166069031
20,2022-04-04,81,Female,1,No,No,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,One year,No,Bank transfer (automatic),75.85,1517.3,54.0,23,4,7,0,75.86,Regular,43.5,No,3,Loyal Mid-tier,0.33568344,52,2620.1972773313523
63,2018-09-10,323,Male,1,Yes,No,Yes,No,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Bank transfer (automatic),83.41,5247.97,79.5,16,4,3,0,83.3,Veteran,69.7,No,1,Veteran Champion,0.039689053,9,720.8958165264129
48,2019-12-19,84,Female,0,Yes,Yes,Yes,No,DSL,Yes,No,Yes,No,No,No,Two year,No,Electronic check,59.22,2840.52,73.6,17,4,4,1,59.18,Loyal,56.6,No,1,Veteran Champion,0.015839495,24,1398.7676111125945
9,2023-03-31,18,Female,0,Yes,No,No,No phone service,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,69.32,621.07,84.5,19,1,2,1,69.01,New,56.9,No,0,Loyal Mid-tier,0.07187108,63,4053.2873988175393
32,2021-04-14,215,Male,0,Yes,Yes,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,100.23,3215.56,45.7,18,2,5,1,100.49,Loyal,46.0,No,3,Loyal Mid-tier,0.34482425,40,2626.730598807335
3,2023-09-17,29,Male,0,No,No,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.29,278.17,37.9,14,4,6,1,92.72,New,33.9,Yes,3,Loyal Mid-tier,0.9260839,69,475.7985307610035
41,2020-07-02,258,Male,1,Yes,No,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Electronic check,91.89,3759.82,66.7,13,4,5,2,91.7,Loyal,41.3,Yes,1,Veteran Champion,0.6761759,31,922.442114802003
9,2023-03-13,246,Male,0,Yes,No,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.0,180.16,41.1,17,1,4,3,20.02,New,36.9,Yes,0,Loyal Mid-tier,0.6050319,63,497.65979647636414
32,2021-04-30,242,Male,0,No,No,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.0,639.82,66.1,15,0,2,0,19.99,Loyal,65.2,No,0,Loyal Mid-tier,0.019909022,40,784.0727806091309
1,2023-11-12,21,Male,0,Yes,No,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),103.75,96.5,64.3,11,4,3,0,96.5,New,40.4,No,3,Loyal Mid-tier,0.5937191,71,2992.7664969861507
62,2018-10-21,214,Female,0,No,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,36.88,2282.28,84.7,19,2,3,0,36.81,Veteran,71.4,No,2,Veteran Champion,0.0020086907,10,368.0592000961304
